Short Name,Full Name,Faculty,Category,Instructors,TAs,Session title,Section,Location,Guest teacher,Type,length,Date,Teaching strategy,Instruction type,topics,Specific objectives,Course Outcomes: all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 467 (Fall 2018 LEC A1 SEM E1),PHARM 467 Fa18 - ONCOLOGY Combined LEC SEM Fa18,Cross Listed Courses,,Tara Leslie,,Hematologic Malignancy: Part 1,,MS 2-31,Prof Leslie,lecture,80 minutes,2018-09-18,,face to face,"Chronic Leukemias, Lymphoma",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 467 (Fall 2018 LEC A1 SEM E1),PHARM 467 Fa18 - ONCOLOGY Combined LEC SEM Fa18,Cross Listed Courses,,Tara Leslie,,Hematologic Malignancy: Part 2,,MS 2-31,Prof Leslie,lecture,50 minutes,2018-09-19,,face to face,"Stem Cell Transplant, Multiple Myeloma, Acute Leukemia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 467 (Fall 2018 LEC A1 SEM E1),PHARM 467 Fa18 - ONCOLOGY Combined LEC SEM Fa18,Cross Listed Courses,,Tara Leslie,,Oncology Practice Issues 3 and 4,,MS 2-31,Prof Leslie,lecture,50 minutes,2018-09-19,,face to face,"Empathy and understanding the patient cancer experience, Prevention of oncology medication errors",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 467 (Fall 2018 LEC A1 SEM E1),PHARM 467 Fa18 - ONCOLOGY Combined LEC SEM Fa18,Cross Listed Courses,,Tara Leslie,,Supportive Care #1 (AIVN),,MS 2-31,Prof Leslie,lecture,80 minutes,2018-09-20,,face to face,Antineoplastic induced nausea and vomiting (AINV) prevention and management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 467 (Fall 2018 LEC A1 SEM E1),PHARM 467 Fa18 - ONCOLOGY Combined LEC SEM Fa18,Cross Listed Courses,,Tara Leslie,,Supportive Care #2 (Misc toxicities),,MS 2-31,Prof Leslie,lecture,110 minutes,2018-09-21,,face to face,"Unique targeted therapy toxicities, Infusion reactions, Secondary malignancy, Hand/foot, Cutaneous reactions/toxicities, Constipation/Diarrhea, Mucositis, Cardiotoxicity, Review and discussion of development/prevention/management of the following:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 467 (Fall 2018 LEC A1 SEM E1),PHARM 467 Fa18 - ONCOLOGY Combined LEC SEM Fa18,Cross Listed Courses,,Tara Leslie,,Supportive Care #3 (Palliative Care),,MS 2-31,Prof Ha,lecture,110 minutes,2018-09-24,,face to face,Palliative Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 467 (Fall 2018 LEC A1 SEM E1),PHARM 467 Fa18 - ONCOLOGY Combined LEC SEM Fa18,Cross Listed Courses,,Tara Leslie,,Supportive Care #4 (FN/Onc Emerg),,MS 2-31,Prof Leslie,lecture,110 minutes,2018-09-26,,face to face,"Oncologic Emergencies, Febrile Neutropenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 467 (Fall 2018 LEC A1 SEM E1),PHARM 467 Fa18 - ONCOLOGY Combined LEC SEM Fa18,Cross Listed Courses,,Tara Leslie,,Supportive Care #5 (Nutrition),,MS 2-31,Prof Ha,lecture,50 minutes,2018-09-28,,face to face,"Anorexia/Cachexia, Nutritional Issues in Oncology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 467 (Fall 2018 LEC A1 SEM E1),PHARM 467 Fa18 - ONCOLOGY Combined LEC SEM Fa18,Cross Listed Courses,,Tara Leslie,,Intro to Oncology: Part 1,,MS 2-31,Prof Leslie,lecture,80 minutes,2018-09-04,,face to face,"Introductory overview of types of antineoplastic agents and treatment strategies, Key definitions in malignancy type/grade/stage, cancer treatment type/approach /modality/goals, and disease response, Cancer pathophysiology and characteristics of malignancy, Cancer incidence/statistics, Course Overview",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 467 (Fall 2018 LEC A1 SEM E1),PHARM 467 Fa18 - ONCOLOGY Combined LEC SEM Fa18,Cross Listed Courses,,Tara Leslie,,Medicinal Chemistry,,MS 2-31,Dr. Wuest,lecture,110 minutes,2018-09-05,,face to face,Medicinal Chemistry of cytotoxic antineoplastic agents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 467 (Fall 2018 LEC A1 SEM E1),PHARM 467 Fa18 - ONCOLOGY Combined LEC SEM Fa18,Cross Listed Courses,,Tara Leslie,,Pharmacology: Part 1,,MS 2-31,Dr. Jurasz,lecture,80 minutes,2018-09-06,,face to face,Pharmacology of Angiogenesis Inhibitors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 467 (Fall 2018 LEC A1 SEM E1),PHARM 467 Fa18 - ONCOLOGY Combined LEC SEM Fa18,Cross Listed Courses,,Tara Leslie,,Pharmacology: Part 2,,MS 2-31,Dr. Jurasz,lecture,110 minutes,2018-09-07,,face to face,Pharmacology of Immunotherapy agents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 467 (Fall 2018 LEC A1 SEM E1),PHARM 467 Fa18 - ONCOLOGY Combined LEC SEM Fa18,Cross Listed Courses,,Tara Leslie,,Supportive Care #6 (Immuno-therapy toxicity management),,MS 2-31,Prof Leslie,lecture,50 minutes,2018-09-28,,face to face,Immunotherapy toxicity management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 467 (Fall 2018 LEC A1 SEM E1),PHARM 467 Fa18 - ONCOLOGY Combined LEC SEM Fa18,Cross Listed Courses,,Tara Leslie,,"Special Topics in Oncology Peds, Survivorship, CAM",,MS 2-31,Prof Diachinsky,lecture,110 minutes,2018-10-01,,face to face,Pediatric Oncology and Survivorship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 430A (Fall 2018 LAB D1 LEC C1),PHARM 430A Fa18 - COMPREHENSIVE PATIENT ASSESS 2 Combined LAB LEC Fa18,Cross Listed Courses,,"Gillian Johnson, Teri Charrois, Rene Breault, Candace Necyk",,Seminar 1,,MSB 6-28,Necyk,seminar,110 minutes,2018-09-11,,face to face,"Review Scope of Practice, Orientation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 430A (Fall 2018 LAB D1 LEC C1),PHARM 430A Fa18 - COMPREHENSIVE PATIENT ASSESS 2 Combined LAB LEC Fa18,Cross Listed Courses,,"Gillian Johnson, Teri Charrois, Rene Breault, Candace Necyk",,Seminar 2,,MASB 2-31,Necyk/ Tate,seminar,110 minutes,2018-09-20,,face to face,"Documentation Workshop, Monitoring and Follow up into Process, Patient Care Process: Integrating",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 430A (Fall 2018 LAB D1 LEC C1),PHARM 430A Fa18 - COMPREHENSIVE PATIENT ASSESS 2 Combined LAB LEC Fa18,Cross Listed Courses,,"Gillian Johnson, Teri Charrois, Rene Breault, Candace Necyk",,Lab 1,,MSB 1-15,Necyk,Lab,230 minutes,2018-09-25,,face to face,"Patient Case Presentations , Monitoring Plan, Patient Care Process: Developing a Detailed, Establishing a Therapeutic Relationship",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 430A (Fall 2018 LAB D1 LEC C1),PHARM 430A Fa18 - COMPREHENSIVE PATIENT ASSESS 2 Combined LAB LEC Fa18,Cross Listed Courses,,"Gillian Johnson, Teri Charrois, Rene Breault, Candace Necyk",,Seminar 3,,MSB 2-31,Necyk/ TBA,seminar,110 minutes,2018-10-03,,face to face,"How to Communicate with a Palliative Patient, End of Life Care",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 430A (Fall 2018 LAB D1 LEC C1),PHARM 430A Fa18 - COMPREHENSIVE PATIENT ASSESS 2 Combined LAB LEC Fa18,Cross Listed Courses,,"Gillian Johnson, Teri Charrois, Rene Breault, Candace Necyk",,Lab 2,,MSB 1-15,Necyk,Lab,230 minutes,2018-10-09,,face to face,"Pharmacy Math, Patient Education, Palliative Care and Pain Management , Patient Care Process: Follow up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 430A (Fall 2018 LAB D1 LEC C1),PHARM 430A Fa18 - COMPREHENSIVE PATIENT ASSESS 2 Combined LAB LEC Fa18,Cross Listed Courses,,"Gillian Johnson, Teri Charrois, Rene Breault, Candace Necyk",,Seminar 4,,MSB 2-31,Necyk,seminar,110 minutes,2018-10-17,,face to face,"Framework to the Patient Care Plan Process, Application of Albertas Pharmacy Services, Feedback Labs 1&2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 430A (Fall 2018 LAB D1 LEC C1),PHARM 430A Fa18 - COMPREHENSIVE PATIENT ASSESS 2 Combined LAB LEC Fa18,Cross Listed Courses,,"Gillian Johnson, Teri Charrois, Rene Breault, Candace Necyk",,Lab 3,,TBA,University of Alberta Community Social Work Team/ Necyk,Lab,230 minutes,2018-10-23,,face to face,"-QPR Suicide Prevention Certification, -Helping Skills, Mental Health First Aid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 430A (Fall 2018 LAB D1 LEC C1),PHARM 430A Fa18 - COMPREHENSIVE PATIENT ASSESS 2 Combined LAB LEC Fa18,Cross Listed Courses,,"Gillian Johnson, Teri Charrois, Rene Breault, Candace Necyk",,Lab 4,,MSB 1-15,Breault,Lab,230 minutes,2018-10-30,,face to face,"Prescription Processing / Review Appropriateness of Prescriptions, Therapeutic Drug Monitoring, Prescribing, Adapting and Extending Prescriptions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 430A (Fall 2018 LAB D1 LEC C1),PHARM 430A Fa18 - COMPREHENSIVE PATIENT ASSESS 2 Combined LAB LEC Fa18,Cross Listed Courses,,"Gillian Johnson, Teri Charrois, Rene Breault, Candace Necyk",,Semianr 5,,MSB 2-31,Breault /Sadowski,seminar,110 minutes,2018-11-07,,face to face,"Cognitive Assessment, Feedback Lab 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 430A (Fall 2018 LAB D1 LEC C1),PHARM 430A Fa18 - COMPREHENSIVE PATIENT ASSESS 2 Combined LAB LEC Fa18,Cross Listed Courses,,"Gillian Johnson, Teri Charrois, Rene Breault, Candace Necyk",,Lab 5,,MSB 1-15,Breault/ Necyk,Lab,230 minutes,2018-11-20,,face to face,"Assess Appropriateness of Prescriptions, Patient Education, Patient Care Process: Patient Assessment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 430A (Fall 2018 LAB D1 LEC C1),PHARM 430A Fa18 - COMPREHENSIVE PATIENT ASSESS 2 Combined LAB LEC Fa18,Cross Listed Courses,,"Gillian Johnson, Teri Charrois, Rene Breault, Candace Necyk",,Seminar 6,,MSB 2-31,Breault,seminar,110 minutes,2018-11-28,,face to face,"Midterm Information, Integrated Case 1 Review, Feedback Lab 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 430A (Fall 2018 LAB D1 LEC C1),PHARM 430A Fa18 - COMPREHENSIVE PATIENT ASSESS 2 Combined LAB LEC Fa18,Cross Listed Courses,,"Gillian Johnson, Teri Charrois, Rene Breault, Candace Necyk",,Midterm,,,,exam,,2018-12-17,,face to face,Midterm OSCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 430A (Fall 2018 LAB D1 LEC C1),PHARM 430A Fa18 - COMPREHENSIVE PATIENT ASSESS 2 Combined LAB LEC Fa18,Cross Listed Courses,,"Gillian Johnson, Teri Charrois, Rene Breault, Candace Necyk",,Seminar 7,,MSB 1-15,Charrois,seminar,110 minutes,2019-01-08,,face to face,"Introduction to Naloxone training, Ethics, Orientation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 430A (Fall 2018 LAB D1 LEC C1),PHARM 430A Fa18 - COMPREHENSIVE PATIENT ASSESS 2 Combined LAB LEC Fa18,Cross Listed Courses,,"Gillian Johnson, Teri Charrois, Rene Breault, Candace Necyk",,Lab 6,,MSB 2-31,Charrois,Lab,230 minutes,2019-01-15,,face to face,"Ethical Scenarios, Naloxone training, Shared-decision making, Communicating with Individuals living with substance use disorder",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 430A (Fall 2018 LAB D1 LEC C1),PHARM 430A Fa18 - COMPREHENSIVE PATIENT ASSESS 2 Combined LAB LEC Fa18,Cross Listed Courses,,"Gillian Johnson, Teri Charrois, Rene Breault, Candace Necyk",,Semianr 8,,MSB 1-15,Charrois Danis Alexander,seminar,110 minutes,2019-01-23,,face to face,"Injections Overview, Lab 6 Feedback",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 430A (Fall 2018 LAB D1 LEC C1),PHARM 430A Fa18 - COMPREHENSIVE PATIENT ASSESS 2 Combined LAB LEC Fa18,Cross Listed Courses,,"Gillian Johnson, Teri Charrois, Rene Breault, Candace Necyk",,Lab 7,,MSB 2-31,Charrois Danis Alexander,Lab,230 minutes,2019-01-29,,face to face,Injection Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 430A (Fall 2018 LAB D1 LEC C1),PHARM 430A Fa18 - COMPREHENSIVE PATIENT ASSESS 2 Combined LAB LEC Fa18,Cross Listed Courses,,"Gillian Johnson, Teri Charrois, Rene Breault, Candace Necyk",,Seminar 9,,MSB 1-15,Charrois,seminar,110 minutes,2019-02-04,,face to face,"Integrated Case #2, Self care assessment and referral, Deprescribing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 430A (Fall 2018 LAB D1 LEC C1),PHARM 430A Fa18 - COMPREHENSIVE PATIENT ASSESS 2 Combined LAB LEC Fa18,Cross Listed Courses,,"Gillian Johnson, Teri Charrois, Rene Breault, Candace Necyk",,Other,,MSB 2-31,Charrois,Lab,230 minutes,2019-02-08,,face to face,Injection Authorization ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 430A (Fall 2018 LAB D1 LEC C1),PHARM 430A Fa18 - COMPREHENSIVE PATIENT ASSESS 2 Combined LAB LEC Fa18,Cross Listed Courses,,"Gillian Johnson, Teri Charrois, Rene Breault, Candace Necyk",,Lab 8,,MSB 1-15,Charrois,Lab,230 minutes,2019-02-12,,face to face,"Communicating with persons with disabilities, Deprescribing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 430A (Fall 2018 LAB D1 LEC C1),PHARM 430A Fa18 - COMPREHENSIVE PATIENT ASSESS 2 Combined LAB LEC Fa18,Cross Listed Courses,,"Gillian Johnson, Teri Charrois, Rene Breault, Candace Necyk",,Seminar 10,,MSB 2-31,Charrois,seminar,110 minutes,2019-02-27,,face to face,"Preparing for applying for APA, Practical aspects of Scope of Practice ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 430A (Fall 2018 LAB D1 LEC C1),PHARM 430A Fa18 - COMPREHENSIVE PATIENT ASSESS 2 Combined LAB LEC Fa18,Cross Listed Courses,,"Gillian Johnson, Teri Charrois, Rene Breault, Candace Necyk",,Lab 9,,MSB 1-15,Charrois,Lab,230 minutes,2019-03-05,,face to face,"Pharmacy Math, Ambulatory assistive devices with PT students",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 430A (Fall 2018 LAB D1 LEC C1),PHARM 430A Fa18 - COMPREHENSIVE PATIENT ASSESS 2 Combined LAB LEC Fa18,Cross Listed Courses,,"Gillian Johnson, Teri Charrois, Rene Breault, Candace Necyk",,Seminar 11,,MSB 2-31,Charrois,seminar,110 minutes,2019-03-08,,face to face,"Communicating with other HCPs, Presenting formal and informal patient cases",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 430A (Fall 2018 LAB D1 LEC C1),PHARM 430A Fa18 - COMPREHENSIVE PATIENT ASSESS 2 Combined LAB LEC Fa18,Cross Listed Courses,,"Gillian Johnson, Teri Charrois, Rene Breault, Candace Necyk",,Seminar 12,,MSB 2-31,Charrois/ MacDonald,seminar,110 minutes,2019-03-12,,face to face,"Chronic disease management, Motivational interviewing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 430A (Fall 2018 LAB D1 LEC C1),PHARM 430A Fa18 - COMPREHENSIVE PATIENT ASSESS 2 Combined LAB LEC Fa18,Cross Listed Courses,,"Gillian Johnson, Teri Charrois, Rene Breault, Candace Necyk",,Lab 10,,MSB 1-15,Charrois,Lab,230 minutes,2019-03-19,,face to face,"Diabetes management, CDM , Motivational interviewing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 430A (Fall 2018 LAB D1 LEC C1),PHARM 430A Fa18 - COMPREHENSIVE PATIENT ASSESS 2 Combined LAB LEC Fa18,Cross Listed Courses,,"Gillian Johnson, Teri Charrois, Rene Breault, Candace Necyk",,Lab 11,,MSB 1-15,Charrois,Lab,230 minutes,2019-03-26,,face to face,"Patient education, Womens health",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 430A (Fall 2018 LAB D1 LEC C1),PHARM 430A Fa18 - COMPREHENSIVE PATIENT ASSESS 2 Combined LAB LEC Fa18,Cross Listed Courses,,"Gillian Johnson, Teri Charrois, Rene Breault, Candace Necyk",,Seminar13,,MSB 2-31,Charrois,seminar,110 minutes,2019-04-08,,face to face,"OSCE prep, Semester wrap-up, IC Feedback, Lab 10 Feedback ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 430A (Fall 2018 LAB D1 LEC C1),PHARM 430A Fa18 - COMPREHENSIVE PATIENT ASSESS 2 Combined LAB LEC Fa18,Cross Listed Courses,,"Gillian Johnson, Teri Charrois, Rene Breault, Candace Necyk",,Final ,,,Charrois,exam,,2019-04-25,,face to face,FINAL - OSCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 407 (Fall 2018 LEC A1 SEM E1),PHARM 407 Fa18 - INFECTIOUS DISEASES 1 Combined LEC SEM Fa18,Cross Listed Courses,,Dr. Nathan Beahm,,"Course Introduction, Overview of Infectious Diseases",,,Dr. N. Beahm,lecture,50 minutes,2018-12-12,,face to face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 407 (Fall 2018 LEC A1 SEM E1),PHARM 407 Fa18 - INFECTIOUS DISEASES 1 Combined LEC SEM Fa18,Cross Listed Courses,,Dr. Nathan Beahm,,Bacterial Cell Structure,,,Dr. L. Stein,lecture,50 minutes,2018-12-12,,face to face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 407 (Fall 2018 LEC A1 SEM E1),PHARM 407 Fa18 - INFECTIOUS DISEASES 1 Combined LEC SEM Fa18,Cross Listed Courses,,Dr. Nathan Beahm,,Principles (and Problems) of Antimicrobial Therapy,,,Dr. N. Beahm,lecture,50 minutes,2018-12-12,,face to face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 407 (Fall 2018 LEC A1 SEM E1),PHARM 407 Fa18 - INFECTIOUS DISEASES 1 Combined LEC SEM Fa18,Cross Listed Courses,,Dr. Nathan Beahm,,"Bacterial Physiology, Growth, and Reproduction",,,Dr. L. Stein,lecture,50 minutes,2018-12-12,,face to face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 407 (Fall 2018 LEC A1 SEM E1),PHARM 407 Fa18 - INFECTIOUS DISEASES 1 Combined LEC SEM Fa18,Cross Listed Courses,,Dr. Nathan Beahm,,Bacteria-Host Interactions,,,Dr. L. Stein,lecture,50 minutes,2018-12-12,,face to face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 407 (Fall 2018 LEC A1 SEM E1),PHARM 407 Fa18 - INFECTIOUS DISEASES 1 Combined LEC SEM Fa18,Cross Listed Courses,,Dr. Nathan Beahm,,Laboratory and Clinical Lab Tests,,,Dr. T. Dingle,lecture,50 minutes,2018-12-12,,face to face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 407 (Fall 2018 LEC A1 SEM E1),PHARM 407 Fa18 - INFECTIOUS DISEASES 1 Combined LEC SEM Fa18,Cross Listed Courses,,Dr. Nathan Beahm,,"Bacterial Pathogens: Anaerobes, Spiral/Curved organisms",,,Dr. N. Zelyas,lecture,50 minutes,2018-12-12,,face to face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 407 (Fall 2018 LEC A1 SEM E1),PHARM 407 Fa18 - INFECTIOUS DISEASES 1 Combined LEC SEM Fa18,Cross Listed Courses,,Dr. Nathan Beahm,,"Bacterial Pathogens: Mycoplasmas, Chlamydiae, Mycobacteria",,,Dr. N. Zelyas,lecture,50 minutes,2018-12-12,,face to face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 407 (Fall 2018 LEC A1 SEM E1),PHARM 407 Fa18 - INFECTIOUS DISEASES 1 Combined LEC SEM Fa18,Cross Listed Courses,,Dr. Nathan Beahm,,Antimicrobial Resistance,,,Dr. N. Beahm,lecture,50 minutes,2018-12-12,,face to face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 407 (Fall 2018 LEC A1 SEM E1),PHARM 407 Fa18 - INFECTIOUS DISEASES 1 Combined LEC SEM Fa18,Cross Listed Courses,,Dr. Nathan Beahm,,Antimicrobial Resistance,,,Dr. N. Beahm,lecture,50 minutes,2018-12-12,,face to face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 407 (Fall 2018 LEC A1 SEM E1),PHARM 407 Fa18 - INFECTIOUS DISEASES 1 Combined LEC SEM Fa18,Cross Listed Courses,,Dr. Nathan Beahm,,Penicillins,,,Dr. N. Beahm,lecture,50 minutes,2018-12-12,,face to face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 407 (Fall 2018 LEC A1 SEM E1),PHARM 407 Fa18 - INFECTIOUS DISEASES 1 Combined LEC SEM Fa18,Cross Listed Courses,,Dr. Nathan Beahm,,Penicillins,,,Dr. N. Beahm,lecture,50 minutes,2018-12-12,,face to face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 407 (Fall 2018 LEC A1 SEM E1),PHARM 407 Fa18 - INFECTIOUS DISEASES 1 Combined LEC SEM Fa18,Cross Listed Courses,,Dr. Nathan Beahm,,Cephalosporins,,,Dr. N. Beahm,lecture,50 minutes,2018-12-12,,face to face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 407 (Fall 2018 LEC A1 SEM E1),PHARM 407 Fa18 - INFECTIOUS DISEASES 1 Combined LEC SEM Fa18,Cross Listed Courses,,Dr. Nathan Beahm,,"Cephalosporins, Carbapenems, Monobactams",,,Dr. N. Beahm,lecture,50 minutes,2018-12-12,,face to face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 407 (Fall 2018 LEC A1 SEM E1),PHARM 407 Fa18 - INFECTIOUS DISEASES 1 Combined LEC SEM Fa18,Cross Listed Courses,,Dr. Nathan Beahm,,"Tetracyclines, Glycylcyclines",,,Dr. N. Beahm,lecture,50 minutes,2018-12-12,,face to face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 407 (Fall 2018 LEC A1 SEM E1),PHARM 407 Fa18 - INFECTIOUS DISEASES 1 Combined LEC SEM Fa18,Cross Listed Courses,,Dr. Nathan Beahm,,No Class  Oncology Exam,,,,lecture,50 minutes,2018-12-12,,face to face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 407 (Fall 2018 LEC A1 SEM E1),PHARM 407 Fa18 - INFECTIOUS DISEASES 1 Combined LEC SEM Fa18,Cross Listed Courses,,Dr. Nathan Beahm,,No Class - Thanksgiving,,,,lecture,50 minutes,2018-12-12,,face to face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 407 (Fall 2018 LEC A1 SEM E1),PHARM 407 Fa18 - INFECTIOUS DISEASES 1 Combined LEC SEM Fa18,Cross Listed Courses,,Dr. Nathan Beahm,,Inhibitors of Folic Acid Synthesis,,,Dr. N. Beahm,lecture,50 minutes,2018-12-12,,face to face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 407 (Fall 2018 LEC A1 SEM E1),PHARM 407 Fa18 - INFECTIOUS DISEASES 1 Combined LEC SEM Fa18,Cross Listed Courses,,Dr. Nathan Beahm,,Exam Review,,,Dr. N. Beahm,lecture,50 minutes,2018-12-12,,face to face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 407 (Fall 2018 LEC A1 SEM E1),PHARM 407 Fa18 - INFECTIOUS DISEASES 1 Combined LEC SEM Fa18,Cross Listed Courses,,Dr. Nathan Beahm,,PHARM 407 Midterm Exam,,,,lecture,50 minutes,2018-12-12,,face to face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 407 (Fall 2018 LEC A1 SEM E1),PHARM 407 Fa18 - INFECTIOUS DISEASES 1 Combined LEC SEM Fa18,Cross Listed Courses,,Dr. Nathan Beahm,,"Fosfomycin, Metronidazole",,,Dr. N. Beahm,lecture,50 minutes,2018-12-12,,face to face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 407 (Fall 2018 LEC A1 SEM E1),PHARM 407 Fa18 - INFECTIOUS DISEASES 1 Combined LEC SEM Fa18,Cross Listed Courses,,Dr. Nathan Beahm,,Clinical Signs of Infection and Lab Tests,,,Dr. N. Beahm,lecture,50 minutes,2018-12-12,,face to face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
